"תחנה","תאריך","טמפרטורת מקסימום (C°)","טמפרטורת מינימום (C°)"
"תל-אביב חוף 04/2005-10/2025","23/05/2013","26.4","19.7"
"תל-אביב חוף 04/2005-10/2025","24/05/2013","26.5","19.8"
"תל-אביב חוף 04/2005-10/2025","25/05/2013","25.2","22.5"
"תל-אביב חוף 04/2005-10/2025","26/05/2013","24.6","21.4"
"תל-אביב חוף 04/2005-10/2025","27/05/2013","25.7","20"
"תל-אביב חוף 04/2005-10/2025","28/05/2013","26.1","21.1"
"תל-אביב חוף 04/2005-10/2025","29/05/2013","28","19.1"
"תל-אביב חוף 04/2005-10/2025","30/05/2013","33.2","22.7"
"תל-אביב חוף 04/2005-10/2025","31/05/2013","26","21.8"
"תל-אביב חוף 04/2005-10/2025","01/06/2013","26.6","22.7"
"תל-אביב חוף 04/2005-10/2025","02/06/2013","27.6","21.2"
"תל-אביב חוף 04/2005-10/2025","03/06/2013","29.3","23.7"
"תל-אביב חוף 04/2005-10/2025","04/06/2013","25.9","22.4"
"תל-אביב חוף 04/2005-10/2025","05/06/2013","25.6","21.4"
"תל-אביב חוף 04/2005-10/2025","06/06/2013","25.8","19.8"
"תל-אביב חוף 04/2005-10/2025","07/06/2013","26.6","21"
"תל-אביב חוף 04/2005-10/2025","08/06/2013","33.6","21.1"
"תל-אביב חוף 04/2005-10/2025","09/06/2013","33","24"
"תל-אביב חוף 04/2005-10/2025","10/06/2013","27","23"
"תל-אביב חוף 04/2005-10/2025","11/06/2013","26.3","22.7"
"תל-אביב חוף 04/2005-10/2025","12/06/2013","29.2","21.4"
"תל-אביב חוף 04/2005-10/2025","13/06/2013","26.2","23.3"
"תל-אביב חוף 04/2005-10/2025","14/06/2013","26.1","22.1"
"תל-אביב חוף 04/2005-10/2025","15/06/2013","26.2","22.7"
"תל-אביב חוף 04/2005-10/2025","16/06/2013","26.3","23.1"
"תל-אביב חוף 04/2005-10/2025","17/06/2013","26.4","23.1"
"תל-אביב חוף 04/2005-10/2025","18/06/2013","27.2","22.9"
"תל-אביב חוף 04/2005-10/2025","19/06/2013","27.7","23"
"תל-אביב חוף 04/2005-10/2025","20/06/2013","28.5","24.1"
"תל-אביב חוף 04/2005-10/2025","21/06/2013","28.8","23.3"
"תל-אביב חוף 04/2005-10/2025","22/06/2013","28.3","22.3"
"תל-אביב חוף 04/2005-10/2025","23/06/2013","28","23.3"
"תל-אביב חוף 04/2005-10/2025","24/06/2013","27.9","23.2"
"תל-אביב חוף 04/2005-10/2025","25/06/2013","28.2","23.5"
"תל-אביב חוף 04/2005-10/2025","26/06/2013","28.5","23.6"
"תל-אביב חוף 04/2005-10/2025","27/06/2013","27.8","23.8"
"תל-אביב חוף 04/2005-10/2025","28/06/2013","28.2","23.6"
"תל-אביב חוף 04/2005-10/2025","29/06/2013","28.7","24.8"
"תל-אביב חוף 04/2005-10/2025","30/06/2013","28.8","25.5"
"תל-אביב חוף 04/2005-10/2025","01/07/2013","27.9","24.7"
"תל-אביב חוף 04/2005-10/2025","02/07/2013","27.9","24.1"
"תל-אביב חוף 04/2005-10/2025","03/07/2013","28.2","23.7"
"תל-אביב חוף 04/2005-10/2025","04/07/2013","28.9","23.8"
"תל-אביב חוף 04/2005-10/2025","05/07/2013","28.4","23.1"
"תל-אביב חוף 04/2005-10/2025","06/07/2013","27.9","24.2"
"תל-אביב חוף 04/2005-10/2025","07/07/2013","27.9","24.8"
"תל-אביב חוף 04/2005-10/2025","08/07/2013","28.2","25.2"
"תל-אביב חוף 04/2005-10/2025","09/07/2013","27.9","25.5"
"תל-אביב חוף 04/2005-10/2025","10/07/2013","28.6","24.6"
"תל-אביב חוף 04/2005-10/2025","11/07/2013","28.6","25.8"
"תל-אביב חוף 04/2005-10/2025","12/07/2013","28.6","24.9"
"תל-אביב חוף 04/2005-10/2025","13/07/2013","28.6","25.4"
"תל-אביב חוף 04/2005-10/2025","14/07/2013","29","25.6"
"תל-אביב חוף 04/2005-10/2025","15/07/2013","28.4","25.1"
"תל-אביב חוף 04/2005-10/2025","16/07/2013","28.5","24.5"
"תל-אביב חוף 04/2005-10/2025","17/07/2013","28.8","25"
"תל-אביב חוף 04/2005-10/2025","18/07/2013","28.3","24.8"
"תל-אביב חוף 04/2005-10/2025","19/07/2013","28.6","25.6"
"תל-אביב חוף 04/2005-10/2025","20/07/2013","28.9","25.1"
"תל-אביב חוף 04/2005-10/2025","21/07/2013","28.8","25.9"
"תל-אביב חוף 04/2005-10/2025","22/07/2013","28.5","24.8"
"תל-אביב חוף 04/2005-10/2025","23/07/2013","28.9","24.1"
"תל-אביב חוף 04/2005-10/2025","24/07/2013","28.9","25"
"תל-אביב חוף 04/2005-10/2025","25/07/2013","28.9","25.1"
"תל-אביב חוף 04/2005-10/2025","26/07/2013","29.2","25.2"
"תל-אביב חוף 04/2005-10/2025","27/07/2013","28.8","24.8"
"תל-אביב חוף 04/2005-10/2025","28/07/2013","29.6","23.9"
"תל-אביב חוף 04/2005-10/2025","29/07/2013","29.7","24.8"
"תל-אביב חוף 04/2005-10/2025","30/07/2013","29.3","24.9"
"תל-אביב חוף 04/2005-10/2025","31/07/2013","29.2","24.3"
"תל-אביב חוף 04/2005-10/2025","01/08/2013","29.2","22.7"
"תל-אביב חוף 04/2005-10/2025","02/08/2013","29.2","24.2"
"תל-אביב חוף 04/2005-10/2025","03/08/2013","29.9","25.7"
"תל-אביב חוף 04/2005-10/2025","04/08/2013","29.7","25.8"
"תל-אביב חוף 04/2005-10/2025","05/08/2013","29.6","25.6"
"תל-אביב חוף 04/2005-10/2025","06/08/2013","29.9","25.8"
"תל-אביב חוף 04/2005-10/2025","07/08/2013","29.8","23.6"
"תל-אביב חוף 04/2005-10/2025","08/08/2013","29.5","25.4"
"תל-אביב חוף 04/2005-10/2025","09/08/2013","29.5","24.7"
"תל-אביב חוף 04/2005-10/2025","10/08/2013","29.6","25.4"
"תל-אביב חוף 04/2005-10/2025","11/08/2013","29.7","25.1"
"תל-אביב חוף 04/2005-10/2025","12/08/2013","29.8","25.9"
"תל-אביב חוף 04/2005-10/2025","13/08/2013","29.5","25"
"תל-אביב חוף 04/2005-10/2025","14/08/2013","29.5","25"
"תל-אביב חוף 04/2005-10/2025","15/08/2013","30","27.3"
"תל-אביב חוף 04/2005-10/2025","16/08/2013","30.2","26.4"
"תל-אביב חוף 04/2005-10/2025","17/08/2013","30.2","25"
"תל-אביב חוף 04/2005-10/2025","18/08/2013","30","26"
"תל-אביב חוף 04/2005-10/2025","19/08/2013","29.4","26.1"
"תל-אביב חוף 04/2005-10/2025","20/08/2013","29.7","24.5"
"תל-אביב חוף 04/2005-10/2025","21/08/2013","30.3","25.3"
"תל-אביב חוף 04/2005-10/2025","22/08/2013","30.2","25.2"
"תל-אביב חוף 04/2005-10/2025","23/08/2013","30","25.2"
"תל-אביב חוף 04/2005-10/2025","24/08/2013","30","25.3"
"תל-אביב חוף 04/2005-10/2025","25/08/2013","29.7","25.3"
"תל-אביב חוף 04/2005-10/2025","26/08/2013","29.6","25.6"
"תל-אביב חוף 04/2005-10/2025","27/08/2013","29.2","25.6"
"תל-אביב חוף 04/2005-10/2025","28/08/2013","29.9","24.1"
"תל-אביב חוף 04/2005-10/2025","29/08/2013","30","25.8"
"תל-אביב חוף 04/2005-10/2025","30/08/2013","30.1","23.2"
"תל-אביב חוף 04/2005-10/2025","31/08/2013","29.8","25.2"
"תל-אביב חוף 04/2005-10/2025","01/09/2013","29.8","25.1"
"תל-אביב חוף 04/2005-10/2025","02/09/2013","29.7","24.7"
"תל-אביב חוף 04/2005-10/2025","03/09/2013","30.1","26.1"
"תל-אביב חוף 04/2005-10/2025","04/09/2013","29","25.3"
"תל-אביב חוף 04/2005-10/2025","05/09/2013","30","25.3"
"תל-אביב חוף 04/2005-10/2025","06/09/2013","29.6","23.1"
"תל-אביב חוף 04/2005-10/2025","07/09/2013","29.5","23.3"
"תל-אביב חוף 04/2005-10/2025","08/09/2013","28.7","24"
"תל-אביב חוף 04/2005-10/2025","09/09/2013","29","23.2"
"תל-אביב חוף 04/2005-10/2025","10/09/2013","29.9","24"
"תל-אביב חוף 04/2005-10/2025","11/09/2013","29.7","23.5"
"תל-אביב חוף 04/2005-10/2025","12/09/2013","28.7","24.1"
"תל-אביב חוף 04/2005-10/2025","13/09/2013","29.6","24.3"
"תל-אביב חוף 04/2005-10/2025","14/09/2013","29.8","23.7"
"תל-אביב חוף 04/2005-10/2025","15/09/2013","29","24.1"
"תל-אביב חוף 04/2005-10/2025","16/09/2013","28.4","25.3"
"תל-אביב חוף 04/2005-10/2025","17/09/2013","28.1","23.3"
"תל-אביב חוף 04/2005-10/2025","18/09/2013","29.8","23.7"
"תל-אביב חוף 04/2005-10/2025","19/09/2013","30.2","24.3"
"תל-אביב חוף 04/2005-10/2025","20/09/2013","30.3","26.5"
"תל-אביב חוף 04/2005-10/2025","21/09/2013","28.3","23.7"
"תל-אביב חוף 04/2005-10/2025","22/09/2013","28.4","25.2"
"תל-אביב חוף 04/2005-10/2025","23/09/2013","27.9","24.1"
"תל-אביב חוף 04/2005-10/2025","24/09/2013","27.1","24.5"
"תל-אביב חוף 04/2005-10/2025","25/09/2013","27","22.1"
"תל-אביב חוף 04/2005-10/2025","26/09/2013","27","20.1"
"תל-אביב חוף 04/2005-10/2025","27/09/2013","27.3","22.3"
"תל-אביב חוף 04/2005-10/2025","28/09/2013","27.7","21.7"
"תל-אביב חוף 04/2005-10/2025","29/09/2013","27.2","20.9"
"תל-אביב חוף 04/2005-10/2025","30/09/2013","27.5","20.6"
"תל-אביב חוף 04/2005-10/2025","01/10/2013","27.2","22.9"
"תל-אביב חוף 04/2005-10/2025","02/10/2013","27.1","21.1"
"תל-אביב חוף 04/2005-10/2025","03/10/2013","28.2","21.6"
"תל-אביב חוף 04/2005-10/2025","04/10/2013","26.5","23.5"
"תל-אביב חוף 04/2005-10/2025","05/10/2013","25.2","22.2"
"תל-אביב חוף 04/2005-10/2025","06/10/2013","24.4","21.5"
"תל-אביב חוף 04/2005-10/2025","07/10/2013","24.3","18.2"
"תל-אביב חוף 04/2005-10/2025","08/10/2013","30","16.8"
"תל-אביב חוף 04/2005-10/2025","09/10/2013","32.9","22"
"תל-אביב חוף 04/2005-10/2025","10/10/2013","28","20.3"
"תל-אביב חוף 04/2005-10/2025","11/10/2013","26.2","19.1"
"תל-אביב חוף 04/2005-10/2025","12/10/2013","25.8","19.1"
"תל-אביב חוף 04/2005-10/2025","13/10/2013","25.6","19.1"
"תל-אביב חוף 04/2005-10/2025","14/10/2013","26","20.1"
"תל-אביב חוף 04/2005-10/2025","15/10/2013","25.7","19.1"
"תל-אביב חוף 04/2005-10/2025","16/10/2013","25.5","18.8"
"תל-אביב חוף 04/2005-10/2025","17/10/2013","25.5","19.5"
"תל-אביב חוף 04/2005-10/2025","18/10/2013","26.6","20.8"
"תל-אביב חוף 04/2005-10/2025","19/10/2013","24.7","19.8"
"תל-אביב חוף 04/2005-10/2025","20/10/2013","24.7","17.8"
"תל-אביב חוף 04/2005-10/2025","21/10/2013","31.1","19.8"
"תל-אביב חוף 04/2005-10/2025","22/10/2013","27.9","20.3"
"תל-אביב חוף 04/2005-10/2025","23/10/2013","25.3","17.8"
"תל-אביב חוף 04/2005-10/2025","24/10/2013","24.7","17.4"
"תל-אביב חוף 04/2005-10/2025","25/10/2013","24.7","16.8"
"תל-אביב חוף 04/2005-10/2025","26/10/2013","24.3","17.3"
"תל-אביב חוף 04/2005-10/2025","27/10/2013","24.3","17.5"
"תל-אביב חוף 04/2005-10/2025","28/10/2013","24.2","16.8"
"תל-אביב חוף 04/2005-10/2025","29/10/2013","30.1","16.3"
"תל-אביב חוף 04/2005-10/2025","30/10/2013","26.3","20.4"
"תל-אביב חוף 04/2005-10/2025","31/10/2013","29.8","21.6"
"תל-אביב חוף 04/2005-10/2025","01/11/2013","25.2","19.7"
"תל-אביב חוף 04/2005-10/2025","02/11/2013","25.8","18.5"
"תל-אביב חוף 04/2005-10/2025","03/11/2013","25.8","18.2"
"תל-אביב חוף 04/2005-10/2025","04/11/2013","30.8","21.3"
"תל-אביב חוף 04/2005-10/2025","05/11/2013","27.5","23.6"
"תל-אביב חוף 04/2005-10/2025","06/11/2013","24.5","18.7"
"תל-אביב חוף 04/2005-10/2025","07/11/2013","26.6","17.9"
"תל-אביב חוף 04/2005-10/2025","08/11/2013","25.8","21.1"
"תל-אביב חוף 04/2005-10/2025","09/11/2013","26.1","19.8"
"תל-אביב חוף 04/2005-10/2025","10/11/2013","24.7","17.7"
"תל-אביב חוף 04/2005-10/2025","11/11/2013","28.4","18.1"
"תל-אביב חוף 04/2005-10/2025","12/11/2013","29","21.7"
"תל-אביב חוף 04/2005-10/2025","13/11/2013","24.2","19.7"
"תל-אביב חוף 04/2005-10/2025","14/11/2013","23.4","17.1"
"תל-אביב חוף 04/2005-10/2025","15/11/2013","23.4","17.4"
"תל-אביב חוף 04/2005-10/2025","16/11/2013","23.1","16.9"
"תל-אביב חוף 04/2005-10/2025","17/11/2013","22.5","16.4"
"תל-אביב חוף 04/2005-10/2025","18/11/2013","21.7","16.7"
"תל-אביב חוף 04/2005-10/2025","19/11/2013","25","17.3"
"תל-אביב חוף 04/2005-10/2025","20/11/2013","23.3","15.1"
"תל-אביב חוף 04/2005-10/2025","21/11/2013","22.3","15.6"
"תל-אביב חוף 04/2005-10/2025","22/11/2013","23.8","15.4"
"תל-אביב חוף 04/2005-10/2025","23/11/2013","27.8","17.2"
"תל-אביב חוף 04/2005-10/2025","24/11/2013","23.1","18.8"
"תל-אביב חוף 04/2005-10/2025","25/11/2013","24.5","16"
"תל-אביב חוף 04/2005-10/2025","26/11/2013","34","20.7"
"תל-אביב חוף 04/2005-10/2025","27/11/2013","33.3","23.2"
"תל-אביב חוף 04/2005-10/2025","28/11/2013","25.8","21.2"
"תל-אביב חוף 04/2005-10/2025","29/11/2013","21.4","19.4"
"תל-אביב חוף 04/2005-10/2025","30/11/2013","21.9","16.3"
"תל-אביב חוף 04/2005-10/2025","01/12/2013","29.5","19.6"
"תל-אביב חוף 04/2005-10/2025","02/12/2013","26.6","21.2"
